D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
44,0.956521739,25 a 34 años,Femenino,Chihuahua,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962451824
46,1,45 a 54 años,Femenino,Hidalgo,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118962417890
48,1,35 a 44 años,Femenino,Chiapas,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118962378247
41,0.891304348,65 años en adelante,Masculino,Oaxaca,Primaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962344444
41,0.891304348,35 a 44 años,Femenino,Durango,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962308511
45,0.97826087,35 a 44 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118962293471
49,1,45 a 54 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118962256233
42,0.913043478,45 a 54 años,Masculino,Veracruz,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118962229557
44,0.956521739,65 años en adelante,Masculino,San Luis Potosí,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962196218
49,1,45 a 54 años,Masculino,Tabasco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962193833
44,0.956521739,45 a 54 años,Femenino,San Luis Potosí,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962191535
41,0.891304348,55 a 64 años,Masculino,Guanajuato,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962183973
32,0.695652174,45 a 54 años,Femenino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118962080753
45,0.97826087,35 a 44 años,Masculino,Coahuila de Zaragoza,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118962052951
47,1,35 a 44 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118962058376
40,0.869565217,55 a 64 años,Masculino,Querétaro,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118962047927
44,0.956521739,55 a 64 años,Femenino,Baja California Sur,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961969468
32,0.695652174,25 a 34 años,Masculino,Jalisco,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961597731
32,0.695652174,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961849836
46,1,65 años en adelante,Femenino,Baja California,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118961833354
45,0.97826087,45 a 54 años,Femenino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961744408
45,0.97826087,35 a 44 años,Femenino,Campeche,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118961581805
34,0.739130435,65 años en adelante,Femenino,Guanajuato,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",45 a 54 años,Masculino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961563323
44,0.956521739,35 a 44 años,Femenino,Guanajuato,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118961563219
34,0.739130435,55 a 64 años,Masculino,Jalisco,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961557487
44,0.956521739,35 a 44 años,Femenino,Baja California,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961552060
45,0.97826087,35 a 44 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961546401
41,0.891304348,65 años en adelante,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961462655
45,0.97826087,65 años en adelante,Masculino,Sonora,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961443002
47,1,35 a 44 años,Masculino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961431541
46,1,35 a 44 años,Masculino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118961432333
43,0.934782609,35 a 44 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961424085
41,0.891304348,55 a 64 años,Masculino,Durango,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961356428
44,0.956521739,55 a 64 años,Masculino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961222241
44,0.956521739,65 años en adelante,Masculino,Jalisco,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118961193766
41,0.891304348,35 a 44 años,Masculino,Chiapas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961137283
36,0.782608696,65 años en adelante,Masculino,Chihuahua,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118961060779
49,1,35 a 44 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960977144
42,0.913043478,65 años en adelante,Masculino,Sinaloa,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118960972299
41,0.891304348,35 a 44 años,Femenino,San Luis Potosí,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960953372
48,1,35 a 44 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118960913953
33,0.717391304,35 a 44 años,Femenino,Baja California,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960929674
45,0.97826087,35 a 44 años,Femenino,Quintana Roo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118960865371
45,0.97826087,25 a 34 años,Femenino,San Luis Potosí,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118960819721
46,1,55 a 64 años,Masculino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118960763291
41,0.891304348,35 a 44 años,Masculino,Chihuahua,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960726129
45,0.97826087,35 a 44 años,Femenino,Sinaloa,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960706785
43,0.934782609,65 años en adelante,Masculino,Aguascalientes,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960656783
47,1,25 a 34 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118960654758
46,1,35 a 44 años,Femenino,Veracruz,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118960644953
40,0.869565217,65 años en adelante,Masculino,Chihuahua,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118960595829
46,1,55 a 64 años,Masculino,Michoacán de Ocampo,Primaria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960593096
47,1,55 a 64 años,Masculino,Yucatán,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118960564127
47,1,35 a 44 años,Femenino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118960524385
45,0.97826087,45 a 54 años,Masculino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118960497557
46,1,65 años en adelante,Masculino,Coahuila de Zaragoza,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118960458729
48,1,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118960456144
39,0.847826087,45 a 54 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960395448
48,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118960334756
32,0.695652174,65 años en adelante,Masculino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118960294857
40,0.869565217,65 años en adelante,Masculino,Baja California,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960202057
32,0.695652174,65 años en adelante,Masculino,Chiapas,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118960167901
46,1,65 años en adelante,Masculino,Campeche,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118960049699
48,1,35 a 44 años,Femenino,Oaxaca,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118960028389
44,0.956521739,55 a 64 años,Masculino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959968576
46,1,55 a 64 años,Femenino,Quintana Roo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959960342
41,0.891304348,45 a 54 años,Masculino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959873337
32,0.695652174,55 a 64 años,Masculino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118959848793
44,0.956521739,35 a 44 años,Femenino,Zacatecas,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118959780023
46,1,35 a 44 años,Femenino,Chiapas,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118959775800
40,0.869565217,35 a 44 años,Femenino,Tamaulipas,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959756539
41,0.891304348,65 años en adelante,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118959757792
41,0.891304348,45 a 54 años,Femenino,Nuevo León,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118959645951
45,0.97826087,55 a 64 años,Masculino,Sinaloa,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959510179
41,0.891304348,65 años en adelante,Femenino,Jalisco,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118959502654
42,0.913043478,35 a 44 años,Femenino,Chiapas,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118959368342
48,1,45 a 54 años,Masculino,Jalisco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959341370
41,0.891304348,35 a 44 años,Masculino,Veracruz,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118959271477
44,0.956521739,65 años en adelante,Masculino,Baja California,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959255271
45,0.97826087,35 a 44 años,Femenino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118959018829
46,1,55 a 64 años,Masculino,Nuevo León,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959006687
44,0.956521739,45 a 54 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118959006969
45,0.97826087,18 a 24 años,Masculino,Coahuila de Zaragoza,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958990851
45,0.97826087,55 a 64 años,Masculino,Nuevo León,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958992089
41,0.891304348,55 a 64 años,Masculino,Chihuahua,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958982667
40,0.869565217,35 a 44 años,Femenino,Guanajuato,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118958963819
48,1,55 a 64 años,Masculino,Chihuahua,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118958955700
32,0.695652174,45 a 54 años,Masculino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958931488
44,0.956521739,35 a 44 años,Femenino,Estado de México,Maestría,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Femenino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958910859
47,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958875143
42,0.913043478,45 a 54 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118958828709
46,1,55 a 64 años,Femenino,Colima,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118958796087
41,0.891304348,65 años en adelante,Femenino,Chihuahua,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958729472
40,0.869565217,65 años en adelante,Femenino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958627917
32,0.695652174,35 a 44 años,Femenino,Quintana Roo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118958623984
38,0.826086957,55 a 64 años,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958469898
45,0.97826087,45 a 54 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958454264
33,0.717391304,55 a 64 años,Masculino,Durango,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958435058
46,1,45 a 54 años,Femenino,Oaxaca,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118958401111
41,0.891304348,55 a 64 años,Femenino,Querétaro,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958371098
39,0.847826087,55 a 64 años,Masculino,Coahuila de Zaragoza,Maestría,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958257832
41,0.891304348,45 a 54 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958262810
35,0.760869565,55 a 64 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958212908
46,1,25 a 34 años,Femenino,Sonora,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958182167
44,0.956521739,65 años en adelante,Masculino,Guerrero,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958165442
42,0.913043478,55 a 64 años,Femenino,Sinaloa,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118958159711
33,0.717391304,55 a 64 años,Femenino,Hidalgo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958158158
48,1,55 a 64 años,Femenino,Querétaro,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958154636
41,0.891304348,65 años en adelante,Femenino,Aguascalientes,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958141586
35,0.760869565,45 a 54 años,Femenino,Querétaro,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958140627
47,1,55 a 64 años,Masculino,Puebla,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118958137872
42,0.913043478,65 años en adelante,Femenino,Michoacán de Ocampo,Primaria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118958129115
44,0.956521739,55 a 64 años,Femenino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958135313
47,1,45 a 54 años,Femenino,Michoacán de Ocampo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118958133354
45,0.97826087,65 años en adelante,Masculino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958129269
46,1,65 años en adelante,Femenino,Nuevo León,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958090111
47,1,65 años en adelante,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958120927
40,0.869565217,65 años en adelante,Femenino,Veracruz,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958112360
34,0.739130435,55 a 64 años,Masculino,Tabasco,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958102301
41,0.891304348,55 a 64 años,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958103957
